user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,llm_context_precision_with_reference,context_recall
What error code is returned when the capture window has expired?,"['| Error code | Cause | Resolution |\n|------------|-------|------------|\n| `authorization_expired` | Attempted capture after the 7-day window | Create a new authorization |\n| `authorization_already_captured` | Payment already captured | No action needed; check payment status |\n| `invalid_capture_amount` | Capture amount exceeds authorized amount | Capture equal to or less than the original amount |', 'If `status` is `expired`, the authorization has lapsed and cannot be captured.', 'The `capture_before` timestamp indicates the deadline by which you must capture. Authorizations expire after **7 days**. After expiry, the hold is automatically released and the funds return to the customer — you cannot capture an expired authorization.', '### POST /payments/:id/capture\nCapture an authorized payment. Only valid if `capture: false` was set on creation. Must be called within **7 days** of authorization.', '```\nDay 0     Day 1     Day 3     Day 7 (deadline)\n  |---------|---------|---------|\n  ^                   ^         ^\n  Authorize        Capture    Expires\n  (status:        (status:   (auto-released)\n  authorized)    succeeded)\n```']",The error code returned when the capture window has expired is `authorization_expired`.,capture_window_expired,1.0,1.0000000000000002,0.0,0.0
What is the difference between a secret key and a publishable key?,"['**Publishable keys** are limited to read operations and payment method tokenization. They are safe to embed in frontend JavaScript or mobile apps. A publishable key cannot create a payment directly — it can only create a payment method token, which your server then uses with the secret key.', '- **Publishable key** — safe to embed in frontend code; used only to tokenize card data.\n- **Secret key** — must never leave your backend; used to create and manage payments.', '- **Secret keys** (`sk_live_...` or `sk_test_...`): Full access. Never expose in client-side code or public repositories.\n- **Publishable keys** (`pk_live_...` or `pk_test_...`): Read-only, safe for frontend use. Can tokenize payment methods.', '| Key Type | Prefix | Where to use | Who can see it |\n|----------|--------|--------------|----------------|\n| Publishable key | `pk_live_` / `pk_test_` | Frontend (browser/app) | Visible to end users — safe by design |\n| Secret key | `sk_live_` / `sk_test_` | Backend only | **Must never be exposed** |', '| Prefix        | Type        | Environment |\n|---------------|-------------|-------------|\n| `sk_live_`    | Secret key  | Live        |\n| `sk_test_`    | Secret key  | Sandbox     |\n| `pk_live_`    | Publishable | Live        |\n| `pk_test_`    | Publishable | Sandbox     |']","The differences between a secret key and a publishable key are as follows:

*   **Publishable Key:**
    *   **Usage:** Used for read operations and tokenizing card data/payment methods [1, 2, 3]. It cannot create a payment directly [1].
    *   **Placement:** Safe to embed in frontend JavaScript, mobile apps, or browser code [1, 2, 4].
    *   **Visibility:** Safe by design to be visible to end users [4].
    *   **Prefixes:** `pk_live_` (Live environment) or `pk_test_` (Sandbox environment) [3, 4, 5].

*   **Secret Key:**
    *   **Usage:** Used to create and manage payments and provides full access [2, 3].
    *   **Placement:** Must be used in the backend only [2, 4].
    *   **Visibility:** Must never be exposed in client-side code, public repositories, or leave the backend [2, 3, 4].
    *   **Prefixes:** `sk_live_` (Live environment) or `sk_test_` (Sandbox environment) [3, 4, 5].",Secret keys have full API access and must be stored server-side. Publishable keys are read-only and safe for frontend use — they can tokenize payment methods but cannot create payments directly.,1.0,0.9985624551331757,0.99999999998,1.0
Why does NexusPay use cursor-based pagination instead of offset pagination?,"['All list endpoints in NexusPay use cursor-based pagination. This approach is more reliable than offset pagination for large datasets and real-time data.', 'NexusPay uses cursor-based pagination across all list endpoints. This guide covers patterns for fetching all records in a loop, terminating iteration correctly, staying within rate limits during bulk fetches, and running parallel paginated queries.', 'Offset pagination (`?page=2&per_page=10`) has a fundamental problem with real-time data: if a new payment is created between your first and second request, every item shifts by one position, causing duplicates or skipped items. Cursor pagination avoids this entirely.', '### 1. Pagination: Cursor-Based Replaces Offset-Based', 'This is particularly useful for support tooling and reconciliation scripts that need to look up a payment by your own internal reference rather than the NexusPay payment ID.']","NexusPay uses cursor-based pagination because it is more reliable than offset pagination for real-time data and large datasets [1]. Specifically, offset pagination has a fundamental problem with real-time data where the creation of a new item between requests can cause items to shift positions, leading to skipped items or duplicates—an issue that cursor pagination avoids entirely [3].",Offset pagination has a problem with real-time data: new items shift positions causing duplicates or skipped items. Cursor pagination avoids this by tracking exact position.,1.0,0.9504436298965286,0.8055555555287036,1.0
How does the authorization and capture flow work?,"['To test authorization and capture flows, create a payment with `capture: false` using any success card. See `docs/guides/auth_capture_flow.md`.', ""**Separation of authorization and capture.** By default, `POST /payments` both authorizes and captures in a single step. For marketplaces and delayed fulfillment, set `capture: false` to authorize only. The authorization holds funds on the customer's card for up to 7 days. After that, the authorization expires automatically."", 'When you know the final amount, capture the authorization. You may capture the full authorized amount or a lesser amount — you cannot capture more than the original authorization.', ""An authorization places a hold on the customer's funds without immediately settling the charge. Use this flow when:"", 'This guide explains how to separate the authorization of a payment from its capture — a common pattern in industries where the final charge amount is not known at the time of booking.']","The authorization and capture flow works by separating the payment process into two steps:

*   **Authorization:** By setting `capture: false` during the `POST /payments` request, you authorize the payment only. This places a hold on the customer's funds without immediately settling the charge [2, 4]. This hold lasts for up to 7 days, after which it expires automatically [2]. This pattern is commonly used in industries where the final charge amount is unknown at the time of booking, or for marketplaces and delayed fulfillment [2, 5].
*   **Capture:** Once the final amount is known, you capture the authorization [3]. You can capture either the full authorized amount or a lesser amount, but you cannot capture more than what was originally authorized [3].","By default, POST /payments authorizes and captures in one step. Setting capture: false authorizes only, holding funds for up to 7 days. You then call POST /payments/:id/capture to complete.",1.0,0.8842381147014159,0.4499999999775,0.3333333333333333
Can I rely on webhooks as the primary confirmation of a payment?,"['**Eventual consistency for webhooks.** Webhook delivery is asynchronous. After a payment succeeds, the `payment.succeeded` event may arrive at your endpoint within milliseconds or up to 30 seconds later, depending on load. Never rely on webhooks as the primary source of truth — always confirm payment status via the API.', 'Webhooks allow NexusPay to push real-time event notifications to your server when something happens in your account — a payment succeeds, a subscription renews, a dispute is opened, and so on. This guide explains how to receive, verify, and handle webhook events reliably.', 'For most card payments, the `status` in the synchronous API response is definitive. However, for certain payment methods, the outcome may be delivered asynchronously via the `payment.succeeded` or `payment.failed` webhook event. Implement webhook handling as described in `docs/guides/webhooks_guide.md` to handle these cases.', 'See `docs/guides/webhooks_guide.md` for webhook configuration and signature verification.', 'Your webhook endpoint receives signed HTTP POST requests from NexusPay. Without proper security:']","No, you should never rely on webhooks as the primary source of truth; you should always confirm payment status via the API.",No. Webhook delivery is asynchronous and can be delayed up to 30 seconds. Always confirm payment status via the API directly.,1.0,0.8965477654669242,0.9999999999,1.0
How should I rotate API keys without downtime?,"['You can create multiple API keys per account and assign them different permission scopes. This allows you to rotate keys without downtime:', '- Never commit API keys to version control. Use environment variables or a secrets manager.\n- Use the principle of least privilege — scope keys to the minimum required operations.\n- Rotate keys every 90 days in high-security environments.\n- Monitor API key usage in the dashboard — unexpected spikes may indicate a compromised key.\n- Use different keys for different environments (development, staging, production).', 'Establish a regular key rotation schedule as part of your security hygiene, even without a known compromise event.', 'Rotate your secret key immediately if you suspect it has been compromised. In the Dashboard under **Developers → API Keys**, you can issue a new key. After issuing the new key:', 'Do not perform slow operations (database writes, third-party API calls) synchronously in the webhook handler path. Instead, enqueue the event in an internal job queue and return `200` immediately.']","To rotate API keys without downtime, you can create multiple API keys per account and assign them different permission scopes [1].","Create the new key, deploy the application with it, then revoke the old key. Revoking is immediate and irreversible.",1.0,0.9776576509419613,0.9166666666361111,1.0
What happens if I submit the same idempotency key twice with different parameters?,"['**Idempotency first.** Every write operation accepts an `idempotency_key` parameter. If the same key is submitted twice, the second request returns the result of the first without creating a duplicate. This is critical for payment systems where network failures can cause retries.', 'If you submit an idempotency key that matches a previous request but with different parameters, the API returns HTTP 409 with error code `idempotency_key_mismatch`.', '{\n  ""error"": {\n    ""code"": ""idempotency_key_mismatch"",\n    ""message"": ""This idempotency key was previously used with different request parameters. Generate a new key.""\n  }\n}\n```', 'If you submit a request with an idempotency key that was previously used for a **different set of request parameters**, NexusPay returns a `409 Conflict` error:', '- [ ] **Idempotency keys on all mutations**: Every `POST /payments`, `POST /payments/:id/capture`, and `POST /payments/:id/refunds` request includes a unique `Idempotency-Key` header (UUID v4, max 64 characters). See `docs/guides/idempotency_guide.md`.\n- [ ] **Keys generated before requests**: Idempotency keys are generated and persisted in your database *before* the API call is made, ensuring they survive process crashes.\n- [ ] **Same key on retries**: When retrying a failed request, your code reuses the original idempotency key — it does not generate a new one.']","If you submit the same idempotency key twice with different parameters, the API returns an HTTP 409 Conflict error with the error code `idempotency_key_mismatch`.",The API returns HTTP 409 with error code idempotency_key_mismatch.,1.0,0.9111910534024764,0.6388888888675925,1.0
How do I paginate through all succeeded EUR payments from Q1 2025?,"['This returns up to 100 succeeded EUR payments created in Q1 2025.', '```\nGET /payments?status=succeeded&currency=EUR&from=2025-01-01&to=2025-03-31&limit=100\n```', '# Example: fetch all EUR payments in June\npayments = fetch_all_payments({\n    ""currency"": ""EUR"",\n    ""created_after"": ""2025-06-01T00:00:00Z"",\n    ""created_before"": ""2025-06-30T23:59:59Z"",\n    ""status"": ""succeeded""\n})\n```', '**Step 2 — Retrieve individual payments for the same period:**\n```\nGET /payments?created_after=2025-06-01T00:00:00Z&created_before=2025-06-30T23:59:59Z&currency=EUR&status=succeeded\n```', '```\nGET /reports/summary?start_date=2025-01-01&end_date=2025-12-31&granularity=month&currency=EUR\n```']","To paginate through up to 100 succeeded EUR payments created in Q1 2025, use the following request:

`GET /payments?status=succeeded&currency=EUR&from=2025-01-01&to=2025-03-31&limit=100`","Use GET /payments with filters status=succeeded, currency=EUR, from=2025-01-01, to=2025-03-31, limit=100. Use the next_cursor from each response as starting_after until has_more is false.",1.0,0.9413713330546166,0.6388888888675925,0.5
What scopes are available for API keys on Pro and Enterprise plans?,"['On Pro and Enterprise plans, API keys can be scoped to specific operations:', 'Scoped keys are not available on Free or Starter plans — those plans only support full-access keys.', 'You can create multiple API keys per account and assign them different permission scopes. This allows you to rotate keys without downtime:', '| Plan       | Requests/min | Requests/day | Concurrent connections | Webhook endpoints |\n|------------|-------------|--------------|----------------------|-------------------|\n| Free       | 60          | 1,000        | 5                    | 2                 |\n| Starter    | 300         | 10,000       | 20                   | 10                |\n| Pro        | 1,000       | 100,000      | 50                   | 50                |\n| Enterprise | 10,000      | Unlimited    | 500                  | Unlimited         |', '**Secret keys** have full API access: create payments, issue refunds, manage subscriptions, access reports. They must be stored securely on your server and never exposed to clients.']","On Pro and Enterprise plans, API keys can be scoped to specific operations.","payments:read, payments:write, refunds:write, subscriptions, reports:read, webhooks. Scoped keys are not available on Free or Starter plans.",1.0,0.9386852378699496,0.9999999999,1.0
How does NexusPay determine which environment a request goes to?,"['NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.', 'NexusPay is a payment processing API designed for European businesses. It handles the full payment lifecycle: authorization, capture, settlement, refunds, and recurring billing through subscriptions.', 'When an event occurs, NexusPay sends an HTTP POST request to the URL you have configured in the Dashboard or via the Webhooks API. Your endpoint must respond with an HTTP `200` status code within 10 seconds to acknowledge delivery. If it does not, NexusPay retries delivery up to **5 times** using an exponential backoff schedule: 1 minute, 5 minutes, 30 minutes, 2 hours, and 8 hours after the initial attempt.', 'NexusPay uses API keys for authentication. There are two types:', '**NexusPay does not perform currency conversion.** The `currency` field you specify in the payment request is the currency in which the customer is charged. NexusPay passes this charge to the card network exactly as submitted.']","Based on the provided context, there is no information explaining how NexusPay determines which environment a request goes to.","By the API key prefix, not the URL. Keys starting with sk_test_ route to sandbox, sk_live_ to live — both use the same base URL.",1.0,0.0,0.0,0.0
What happens to active subscriptions if I delete a customer?,"['**Critical warning:** Deleting a customer object does **not** automatically cancel their active subscriptions. If a customer with active subscriptions is deleted:', '**Always cancel all active subscriptions before deleting a customer:**', '### GET /customers/:id\n### PUT /customers/:id\n### DELETE /customers/:id\nDeleting a customer does not cancel active subscriptions — cancel subscriptions first.', '```python\ndef delete_customer_safely(customer_id: str):\n    subscriptions = nexuspay.subscriptions.list(customer_id=customer_id, status=""active"")\n    for sub in subscriptions.data:\n        nexuspay.subscriptions.cancel(sub[""id""])', '```json\nDELETE /subscriptions/sub_01HXYZ4444444444\n```']","Deleting a customer does not automatically cancel their active subscriptions [1, 3].",Deleting a customer does not cancel their active subscriptions. You must cancel subscriptions explicitly before deleting the customer.,1.0,0.9634929656773884,0.8333333332916666,1.0
What is the difference between cancel_at_period_end and immediate cancellation for subscriptions?,"['### POST /subscriptions/:id/cancel\nCancel a subscription. `cancel_at_period_end: true` cancels at next billing date.', 'The subscription remains `active` until the end of the current billing period, then transitions to `cancelled`:', '**Always cancel all active subscriptions before deleting a customer:**', '### GET /customers/:id\n### PUT /customers/:id\n### DELETE /customers/:id\nDeleting a customer does not cancel active subscriptions — cancel subscriptions first.', '**Critical warning:** Deleting a customer object does **not** automatically cancel their active subscriptions. If a customer with active subscriptions is deleted:']","Based on the provided context, `cancel_at_period_end: true` cancels a subscription at the next billing date [1]. The provided text does not contain information regarding ""immediate cancellation.""","Setting cancel_at_period_end: true cancels at the next billing date, allowing the customer to use the service until then. Immediate cancellation stops billing right away.",1.0,0.7960731235484343,0.9999999999,1.0
How should I handle a card_declined error?,"['Not all `card_declined` errors are equivalent. Use `decline_code` to provide a specific message to the customer:', '```json\n{\n  ""error"": {\n    ""code"": ""card_declined"",\n    ""message"": ""The card was declined by the issuer."",\n    ""decline_code"": ""insufficient_funds"",\n    ""request_id"": ""req_01HXYZ9999999999""\n  }\n}\n```', ""**Do not retry `card_declined` errors.** Repeated decline attempts may trigger fraud flags at the issuer and worsen the customer's experience. Instead, prompt the customer to try a different card or contact their bank."", '```json\n{\n  ""id"": ""pay_01HXYZ0000000001"",\n  ""amount"": 4999,\n  ""currency"": ""EUR"",\n  ""status"": ""failed"",\n  ""error"": {\n    ""code"": ""card_declined"",\n    ""message"": ""The card was declined by the issuer."",\n    ""decline_code"": ""insufficient_funds""\n  }\n}\n```', '| `decline_code` | Customer-facing message |\n|----------------|------------------------|\n| `insufficient_funds` | ""Your card has insufficient funds. Please try a different card."" |\n| `expired_card` | ""Your card has expired. Please update your payment details."" |\n| `do_not_honor` | ""Your bank declined this transaction. Please contact your bank or use a different card."" |\n| `lost_card` | ""This transaction cannot be processed. Please contact your bank."" |\n| `stolen_card` | ""This transaction cannot be processed. Please contact your bank."" |']","To handle a `card_declined` error, you should:

*   **Do not retry the error**, as repeated attempts may trigger fraud flags at the issuer and worsen the customer's experience.
*   **Use the `decline_code`** to provide a specific message to the customer.
*   **Prompt the customer** to either contact their bank or try a different card.",card_declined means the issuer rejected the payment. The customer should try a different card or contact their bank. Do not retry the same card automatically as it may trigger fraud detection.,1.0,0.9813828587426201,0.6388888888675925,1.0
What security practices does NexusPay recommend for API keys?,"['NexusPay uses API keys for authentication. There are two types:', 'NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.', 'NexusPay uses a two-key model to keep your server out of PCI scope as much as possible:', '1. Immediately rotate your API keys via the Dashboard.\n2. Review your webhook secret and rotate it if there is any risk of exposure.\n3. Contact NexusPay security at security@nexuspay.eu with your account ID and a description of the incident.\n4. Preserve logs and do not delete any potentially relevant data until the investigation is complete.', 'Your webhook endpoint receives signed HTTP POST requests from NexusPay. Without proper security:']",NexusPay recommends immediately rotating your API keys via the Dashboard if there is any risk of exposure.,"Use environment variables or a secrets manager, never commit to version control, use least-privilege scopes, rotate every 90 days in high-security environments, monitor for unexpected usage spikes.",1.0,0.7189579765526095,0.0,0.0
How does the webhook retry policy work?,"['**Retry policy:** Failed webhook deliveries are retried up to **5 times** with exponential backoff: 1min, 5min, 30min, 2h, 8h.', 'Subscribe to the `refund.succeeded` and `refund.failed` webhook events to track settlement asynchronously. Refer to `docs/guides/webhooks_guide.md`.', 'This triggers the renewal charge immediately, firing the appropriate webhook events (`subscription.renewed` or `subscription.payment_failed`).', '- [ ] Successful payment creates and stores a payment ID correctly\n- [ ] Declined payment surfaces an appropriate error message to the user\n- [ ] Retry with the same idempotency key returns the original result (not a new payment)\n- [ ] Refund creates correctly and fires `refund.succeeded` webhook\n- [ ] Webhook signature verification rejects tampered payloads\n- [ ] Webhook timestamp check rejects events older than 5 minutes\n- [ ] Duplicate webhook delivery is handled idempotently', 'Webhooks allow NexusPay to push real-time event notifications to your server when something happens in your account — a payment succeeds, a subscription renews, a dispute is opened, and so on. This guide explains how to receive, verify, and handle webhook events reliably.']","Failed webhook deliveries are retried up to 5 times using exponential backoff: 1min, 5min, 30min, 2h, and 8h.","Failed deliveries are retried up to 5 times with exponential backoff: 1 minute, 5 minutes, 30 minutes, 2 hours, 8 hours.",1.0,0.7603517355046697,0.9999999999,1.0
What webhook event is fired when a subscription billing fails?,"['When a subscription renewal charge fails, NexusPay fires the `subscription.payment_failed` webhook:', 'This triggers the renewal charge immediately, firing the appropriate webhook events (`subscription.renewed` or `subscription.payment_failed`).', '- The subscriptions remain in the `active` or `trialing` state.\n- Renewal charges will fail because the customer record no longer exists.\n- This results in failed subscription payments and `subscription.payment_failed` webhook events.', 'Webhooks allow NexusPay to push real-time event notifications to your server when something happens in your account — a payment succeeds, a subscription renews, a dispute is opened, and so on. This guide explains how to receive, verify, and handle webhook events reliably.', 'Subscribe to the `refund.succeeded` and `refund.failed` webhook events to track settlement asynchronously. Refer to `docs/guides/webhooks_guide.md`.']","When a subscription renewal charge fails, the `subscription.payment_failed` webhook event is fired.",subscription.payment_failed,1.0,0.9008190984232424,0.9999999999666667,1.0
Where is NexusPay data stored by default?,"['Store your internal user or customer ID on NexusPay customer and payment objects. This is especially useful when a customer uses multiple email addresses or payment methods across their lifetime.', '```javascript\nimport NexusPay from ""@nexuspay/sdk"";', ""Card details (number, expiry, CVC) must never be sent to your own server. Instead, use the NexusPay.js library or mobile SDK to collect card data and exchange it for a single-use **payment token** directly from your customer's browser."", ""- Do not store sensitive data in metadata: no card numbers, passwords, SSNs, or authentication tokens.\n- Metadata is visible to anyone with access to your NexusPay Dashboard and to any system that calls the API with your secret key. Apply the same access controls you would to any business data.\n- Metadata is not end-to-end encrypted beyond NexusPay's standard data-at-rest encryption. Do not rely on it for data classification purposes."", ""1. **Your frontend** uses the NexusPay.js library (or mobile SDK) and your **publishable key** to collect card data directly in the customer's browser.\n2. Card data travels directly to NexusPay's PCI-compliant servers — it never touches your backend.\n3. NexusPay returns a short-lived, single-use **payment token** that contains no sensitive data.\n4. **Your backend** uses this token with your **secret key** to create a payment.""]","The provided text does not state where NexusPay data is stored by default, only that metadata is protected by NexusPay's standard data-at-rest encryption.","EU region, specifically Frankfurt, Germany. US data residency is available on Enterprise plans but cannot be changed after account creation.",0.5,0.0,0.0,0.0
How does proration work when upgrading a subscription?,"['### POST /subscriptions/:id/upgrade\nUpgrade or downgrade a subscription plan. Proration is calculated automatically.', ""To change a subscription's plan, update the `plan_id`. NexusPay calculates proration automatically."", 'Attach the customer to a plan to start a subscription. Optionally include a trial period.', ""To simulate a renewal failure, ensure the subscription's customer has the decline card `4000 0000 0000 0002` as their default payment method before advancing."", '| `proration_behavior` | Effect |\n|----------------------|--------|\n| `create_prorations` | Immediately charges or credits the prorated difference |\n| `none` | Plan changes at next billing period with no immediate charge |']","When upgrading a subscription, proration is calculated automatically [1, 2]. Depending on the `proration_behavior` setting, the effect varies: `create_prorations` immediately charges or credits the prorated difference, while `none` means the plan changes at the next billing period with no immediate charge [5].","When calling POST /subscriptions/:id/upgrade, proration is calculated automatically by NexusPay.",1.0,1.0000000000000002,0.0,1.0
What authentication methods are supported for the NexusPay dashboard?,"['NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.', 'NexusPay uses API keys for authentication. There are two types:', 'NexusPay signs every webhook request using **HMAC-SHA256** with your webhook secret. Always verify the signature before processing the payload. Failing to do so exposes your endpoint to spoofed events.', '- A NexusPay account (sign up at nexuspay.eu)\n- Your **test secret key** (`sk_test_...`) from the Dashboard under **Developers → API Keys**', 'Your webhook endpoint receives signed HTTP POST requests from NexusPay. Without proper security:']","Based on the provided text, there is no information regarding authentication methods for the NexusPay dashboard; the context only describes authentication for API requests and webhook signatures.","Two-factor authentication is required for key management. Supported methods: TOTP (Google Authenticator, Authy) or hardware security keys (FIDO2/WebAuthn).",0.3333333333333333,0.0,0.0,0.0
How is amount represented in the API?,"['All `amount` values in the API must be expressed in the **smallest currency unit** (cents, pennies, etc.):', '| Amount you want to charge | Correct API value |\n|---------------------------|-------------------|\n| €10.00 | `1000` |\n| $49.99 | `4999` |\n| CHF 25.50 | `2550` |\n| SEK 150.00 | `15000` |', 'Using your **secret key**, your backend calls `POST /payments` with the token, amount, and currency. The `amount` field is always expressed in the **smallest currency unit** (cents for EUR/USD/GBP).', '**v1** accepted amounts in either decimal (`49.99`) or integer (`4999`) format, depending on the endpoint.', '| Parameter     | Type    | Required | Description                                      |\n|---------------|---------|----------|--------------------------------------------------|\n| amount        | integer | Yes      | Amount in cents (e.g. 1000 = €10.00)            |\n| currency      | string  | Yes      | ISO 4217 code. Supported: EUR, USD, GBP, CHF, SEK, NOK, DKK |\n| source        | string  | Yes      | Payment method token or card ID                  |\n| description   | string  | No       | Max 255 characters                               |\n| metadata      | object  | No       | Max 50 key-value pairs, keys max 40 chars        |\n| capture       | boolean | No       | Default: true. Set false for auth-only           |\n| idempotency_key | string | No     | Max 64 characters. Ensures deduplication         |']","The `amount` in the API must be represented as an integer in the smallest currency unit (for example, cents or pennies). For instance, €10.00 is represented as `1000`.","Always in cents as an integer. For example, 1000 = €10.00. This avoids floating point precision issues.",1.0,0.9420879472508557,0.94999999997625,0.6666666666666666
What does the X-RateLimit-Reset header contain?,"['`X-RateLimit-Reset` is a Unix timestamp indicating when the current window resets.', '```\nX-RateLimit-Limit: 1000\nX-RateLimit-Remaining: 847\nX-RateLimit-Reset: 1714500060\nX-RateLimit-Window: 60\n```', '- [ ] **Rate limit headers monitored**: Your application reads the `X-RateLimit-Remaining` and `X-RateLimit-Reset` response headers and alerts when approaching limits.\n- [ ] **Bulk operations throttled**: Batch jobs and nightly reconciliation scripts are rate-limited to stay within the thresholds defined in `docs/reference/rate_limits.md`.', 'Monitor the `X-RateLimit-Remaining` response header to adjust your delay dynamically:', 'The `limit` parameter controls how many items are returned per page.']",The `X-RateLimit-Reset` header contains a Unix timestamp that indicates when the current window resets.,A Unix timestamp indicating when the current rate limit window resets.,1.0,0.9698703379166855,0.9999999999666667,1.0
Can plain HTTP connections be used with the NexusPay API?,"['All API requests must be made over **HTTPS (TLS 1.2 or higher)**. NexusPay rejects plaintext HTTP connections at the infrastructure level. Ensure that:', 'NexusPay authenticates requests using API keys passed in the HTTP `Authorization` header.', 'Your webhook endpoint receives signed HTTP POST requests from NexusPay. Without proper security:', 'NexusPay uses API keys for authentication. There are two types:', '```javascript\nimport NexusPay from ""@nexuspay/sdk"";']","No, plain HTTP connections cannot be used; NexusPay rejects plaintext HTTP connections at the infrastructure level and requires all API requests to be made over HTTPS (TLS 1.2 or higher).","No. Plain HTTP is rejected with a connection error, not an HTTP response. All requests must use HTTPS.",1.0,0.9879133770785483,0.9999999999,1.0
What happens to an authorized payment if I do not capture it within 7 days?,"['### POST /payments/:id/capture\nCapture an authorized payment. Only valid if `capture: false` was set on creation. Must be called within **7 days** of authorization.', ""**Separation of authorization and capture.** By default, `POST /payments` both authorizes and captures in a single step. For marketplaces and delayed fulfillment, set `capture: false` to authorize only. The authorization holds funds on the customer's card for up to 7 days. After that, the authorization expires automatically."", 'The `capture_before` timestamp indicates the deadline by which you must capture. Authorizations expire after **7 days**. After expiry, the hold is automatically released and the funds return to the customer — you cannot capture an expired authorization.', '| Error code | Cause | Resolution |\n|------------|-------|------------|\n| `authorization_expired` | Attempted capture after the 7-day window | Create a new authorization |\n| `authorization_already_captured` | Payment already captured | No action needed; check payment status |\n| `invalid_capture_amount` | Capture amount exceeds authorized amount | Capture equal to or less than the original amount |', 'To authorize without capturing, set `capture` to `false` in the payment creation request:']","If an authorized payment is not captured within 7 days, the authorization expires automatically, the hold on the customer's card is released, and the funds return to the customer [2, 3]. Once expired, the authorization can no longer be captured [3].",The authorization expires automatically and the held funds are released. You cannot capture it after expiry — the error code returned is capture_window_expired.,1.0,0.9776427724754004,0.9999999999666667,0.5
What filters can I use when listing subscriptions?,"['| Filter        | Type   | Description                              |\n|---------------|--------|------------------------------------------|\n| `customer_id` | string | Subscriptions for a specific customer    |\n| `status`      | string | `active`, `cancelled`, `past_due`, `trialing` |\n| `plan_id`     | string | Subscriptions on a specific plan         |', 'List endpoints support filters via query parameters.', 'On subscription objects, record the plan tier, feature flags, or sales channel to support analytics queries without joining across systems.', 'Attach the customer to a plan to start a subscription. Optionally include a trial period.', '```json\nDELETE /subscriptions/sub_01HXYZ4444444444\n```']","You can use the following filters when listing subscriptions:
* `customer_id` (string): Subscriptions for a specific customer
* `status` (string): `active`, `cancelled`, `past_due`, `trialing`
* `plan_id` (string): Subscriptions on a specific plan","customer_id, status (active, cancelled, past_due, trialing), and plan_id.",1.0,0.9939468996883807,0.9999999999,1.0
What is the maximum date range for a report summary query?,"['The maximum date range for a single report request is **365 days**. Requests spanning more than 365 days return a `400 invalid_request` error. For multi-year data, make multiple requests with non-overlapping date ranges and aggregate the results in your application.', 'The maximum date range for list queries is **365 days**. Requests spanning more than 365 days will return a validation error. For longer ranges, use the Reports API.', '```\nGET /reports/summary?start_date=2025-06-01&end_date=2025-06-30&granularity=week\n```', '```\nGET /reports/summary?start_date=2025-01-01&end_date=2025-12-31&granularity=month\n```', '```\nGET /reports/summary?start_date=2025-01-01&end_date=2025-12-31&granularity=month\n```']",The maximum date range for a single report request is 365 days.,"365 days. For longer ranges, use the Reports API.",1.0,0.8553343686448206,0.99999999995,1.0
What does the do_not_honor error mean and what should the customer do?,"['- [ ] **All error codes handled**: Your application handles every error code in `docs/reference/error_codes.md` gracefully — no unhandled exceptions that surface raw API errors to end users.\n- [ ] **Non-retryable errors not retried**: `card_declined`, `expired_card`, `do_not_honor`, and similar codes do not trigger automatic retries. The customer is prompted to resolve the issue instead.\n- [ ] **Retryable errors use backoff**: `service_unavailable`, `gateway_timeout`, and `internal_server_error` responses trigger retries with exponential backoff. See `docs/guides/error_handling_guide.md`.\n- [ ] **Rate limit errors handled**: HTTP 429 responses read the `retry_after` value and wait the specified duration before retrying.', 'These errors indicate a deterministic failure — retrying the same request will produce the same result and may cause harm (e.g., charging the customer twice or confusing them with repeated declines).', '| `decline_code` | Customer-facing message |\n|----------------|------------------------|\n| `insufficient_funds` | ""Your card has insufficient funds. Please try a different card."" |\n| `expired_card` | ""Your card has expired. Please update your payment details."" |\n| `do_not_honor` | ""Your bank declined this transaction. Please contact your bank or use a different card."" |\n| `lost_card` | ""This transaction cannot be processed. Please contact your bank."" |\n| `stolen_card` | ""This transaction cannot be processed. Please contact your bank."" |', 'if (error) {\n      // Display error to the customer\n      showError(error.message);\n      return;\n    }', '| Card Number | Outcome | Error Code |\n|-------------|---------|------------|\n| `4242 4242 4242 4242` | Payment succeeds | — |\n| `4000 0000 0000 0002` | Card declined | `card_declined` |\n| `4000 0000 0000 9995` | Insufficient funds | `card_declined` / `insufficient_funds` |\n| `4000 0000 0000 0069` | Card expired | `expired_card` |\n| `4000 0000 0000 0127` | Incorrect CVC | `incorrect_cvc` |\n| `4000 0000 0000 0119` | Processing error | `processing_error` |\n| `4000 0000 0000 0044` | Do not honour | `do_not_honor` |']",The `do_not_honor` error means the customer's bank declined the transaction. The customer should contact their bank or use a different card.,do_not_honor is a generic decline from the card issuer. The customer should contact their bank directly — NexusPay cannot provide more specific information.,1.0,0.9227707332312011,0.7555555555303703,1.0
